Occupant Number,0,1,2,3,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Occupant ID,S1_Office_-_Private_O1,S1_Office_-_Private_O2,S1_Office_-_Private_O3,S1_Office_-_Private_O4,S1_Office_-_Private_O5,S2_Office_-_Private_O5,S2_Office_-_Private_O6,S2_Office_-_Private_O7,S2_Office_-_Private_O8,S2_Office_-_Private_O9,S2_Office_-_Private_O10,S2_Office_-_Private_O11,S3_Office_-_Private_O1,S3_Office_-_Private_O2,S3_Office_-_Private_O3,S3_Office_-_Private_O4,S3_Office_-_Private_O5,S3_Office_-_Private_O6,S3_Office_-_Private_O7,S3_Office_-_Private_O8,S3_Office_-_Private_O9,S3_Office_-_Private_O10,S3_Office_-_Private_O11,S4_Office_-_Private_O1,S4_Office_-_Private_O2,S4_Office_-_Private_O3,S4_Office_-_Private_O4,S4_Office_-_Private_O5,S4_Office_-_Private_O6,S4_Office_-_Private_O7,S4_Office_-_Private_O8,S4_Office_-_Private_O9,S4_Office_-_Private_O10,S4_Office_-_Private_O11,S5_Office_-_Private_O1,S5_Office_-_Private_O2,S5_Office_-_Private_O3,S5_Office_-_Private_O4,S5_Office_-_Private_O5,S5_Office_-_Private_O6,S5_Office_-_Private_O7,S5_Office_-_Private_O8,S5_Office_-_Private_O9,S5_Office_-_Private_O10,S5_Office_-_Private_O11
Step,Time,S1_Office_-_Private,S2_Office_-_Private,S3_Office_-_Private,S4_Office_-_Private,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446, 2/16 7:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447, 2/16 7:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448, 2/16 8:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449, 2/16 8:15:00,0.1,0.131217421,0.225565357,0.217713849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450, 2/16 8:30:00,0.366500031,0.507281776,0.442149386,0.229860855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451, 2/16 8:45:00,0.576645989,0.508621426,0.445614448,0.223623899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452, 2/16 9:0:00,0.830469036,0.612859508,0.278336892,0.457854952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453, 2/16 9:15:00,0.728609353,0.476272306,0.463937009,0.620710739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454, 2/16 9:30:00,0.29140323,0.314650509,0.423055295,0.328803916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455, 2/16 9:45:00,0.688336218,0.419060328,0.564888016,0.378767911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456, 2/16 10:0:00,0.546679126,0.577112172,0.520563746,0.747934739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457, 2/16 10:15:00,0.547525869,0.643987376,0.861746971,0.817753956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458, 2/16 10:30:00,0.381435017,0.546698362,0.65084262,0.839122754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459, 2/16 10:45:00,0.679519564,0.406256329,0.528790482,0.597256942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460, 2/16 11:0:00,0.62509579,0.209829618,0.54659176,0.685716648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461, 2/16 11:15:00,0.827974281,0.618072821,0.726425328,0.378952323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462, 2/16 11:30:00,0.526168818,0.656072853,0.442574723,0.486111144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463, 2/16 11:45:00,0.460517139,0.318712313,0.301277927,0.26641026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464, 2/16 12:0:00,0.129479458,0.331975585,0.730384803,0.439953181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465, 2/16 12:15:00,0.216293561,0.390718737,0.410089737,0.479131249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466, 2/16 12:30:00,0.350592959,0.3542704,0.367044929,0.330726626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467, 2/16 12:45:00,0.575791718,0.383616208,0.333920235,0.317786237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468, 2/16 13:0:00,0.631259137,0.347099615,0.24574226,0.494878108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469, 2/16 13:15:00,0.563823993,0.350771509,0.691102998,0.33308692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470, 2/16 13:30:00,0.379319499,0.390771221,0.426910286,0.68953628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471, 2/16 13:45:00,0.613717531,0.472150221,0.425027342,0.742792989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472, 2/16 14:0:00,0.699365403,0.611411968,0.508331665,0.677836344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473, 2/16 14:15:00,0.518536124,0.737185327,0.306994353,0.705160025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474, 2/16 14:30:00,0.835893807,0.440727543,0.792238925,0.801390687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475, 2/16 14:45:00,0.888847658,0.561446527,0.595188289,0.830676648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476, 2/16 15:0:00,0.721312389,0.739074018,0.519573039,0.765961393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477, 2/16 15:15:00,0.371734458,0.691553059,0.370662546,0.689326737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478, 2/16 15:30:00,0.228926159,0.621960667,0.454342012,0.52129462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479, 2/16 15:45:00,0.570767401,0.798525349,0.438030851,0.734409281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480, 2/16 16:0:00,0.757025585,0.570118575,0.522035746,0.73750907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481, 2/16 16:15:00,0.817699384,0.75741981,0.592893708,0.489629935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482, 2/16 16:30:00,0.492960794,0.900791669,0.303412804,0.605419071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483, 2/16 16:45:00,0.648239455,0.51798312,0.354045894,0.703151583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484, 2/16 17:0:00,0.444803034,0.283649191,0.290155686,0.408655092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485, 2/16 17:15:00,0.53340066,0.360609296,0.483214668,0.545617387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486, 2/16 17:30:00,0.118576801,0.136927907,0.349670732,0.269565252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487, 2/16 17:45:00,0.1,0.1,0.135429562,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488, 2/16 18:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489, 2/16 18:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490, 2/16 18:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491, 2/16 18:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492, 2/16 19:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493, 2/16 19:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494, 2/16 19:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495, 2/16 19:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496, 2/16 20:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497, 2/16 20:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498, 2/16 20:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499, 2/16 20:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500, 2/16 21:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501, 2/16 21:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4502, 2/16 21:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503, 2/16 21:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504, 2/16 22:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505, 2/16 22:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4506, 2/16 22:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4507, 2/16 22:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4508, 2/16 23:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4509, 2/16 23:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510, 2/16 23:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511, 2/16 23:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4512, 2/17 0:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4513, 2/17 0:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4514, 2/17 0:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4515, 2/17 0:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4516, 2/17 1:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517, 2/17 1:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4518, 2/17 1:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4519, 2/17 1:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4520, 2/17 2:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4521, 2/17 2:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522, 2/17 2:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4523, 2/17 2:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524, 2/17 3:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4525, 2/17 3:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526, 2/17 3:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527, 2/17 3:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4528, 2/17 4:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4529, 2/17 4:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4530, 2/17 4:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4531, 2/17 4:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4532, 2/17 5:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533, 2/17 5:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534, 2/17 5:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535, 2/17 5:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536, 2/17 6:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4537, 2/17 6:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538, 2/17 6:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539, 2/17 6:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540, 2/17 7:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541, 2/17 7:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542, 2/17 7:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543, 2/17 7:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544, 2/17 8:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4545, 2/17 8:15:00,0.1,0.1,0.117526791,0.132825722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4546, 2/17 8:30:00,0.235546469,0.448060375,0.266994659,0.339657247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547, 2/17 8:45:00,0.411309428,0.1,0.332562403,0.456095785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548, 2/17 9:0:00,0.603826234,0.51468374,0.460760886,0.439478879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549, 2/17 9:15:00,0.686121259,0.420435727,0.610088956,0.459629064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550, 2/17 9:30:00,0.574939876,0.521880693,0.782796888,0.464580382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551, 2/17 9:45:00,0.878675492,0.553032297,0.563286844,0.861472709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552, 2/17 10:0:00,0.569486566,0.747034778,0.473422492,0.588248793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553, 2/17 10:15:00,0.855402852,0.615923091,0.451267451,0.46231945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554, 2/17 10:30:00,0.569463278,0.531420784,0.705556372,0.682894215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555, 2/17 10:45:00,1,0.784612762,0.846636178,0.590622977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556, 2/17 11:0:00,0.669066525,0.480618658,0.459129416,0.729228472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557, 2/17 11:15:00,0.621533046,0.543777608,0.436484412,0.670025319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558, 2/17 11:30:00,0.648331418,0.24697784,0.177556101,0.4172177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559, 2/17 11:45:00,0.410962191,0.729333777,0.256651005,0.533133475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560, 2/17 12:0:00,0.435117563,0.332135184,0.300033358,0.352146558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561, 2/17 12:15:00,0.248475695,0.61932939,0.595291927,0.197471324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562, 2/17 12:30:00,0.397094617,0.564735285,0.486248465,0.19709406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563, 2/17 12:45:00,0.396356033,0.284663754,0.453645021,0.174831756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564, 2/17 13:0:00,0.300589344,0.1,0.530469637,0.75953435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565, 2/17 13:15:00,0.412860753,0.28797702,0.454967914,0.330436799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566, 2/17 13:30:00,0.519260442,0.440071669,0.419077069,0.684435383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567, 2/17 13:45:00,0.747868176,0.768728099,0.755476598,0.62648732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568, 2/17 14:0:00,0.583385599,0.343322342,0.595126829,0.670040293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569, 2/17 14:15:00,0.863601044,0.561290633,0.394414353,0.509488549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570, 2/17 14:30:00,0.855951497,0.603109702,0.595625352,0.668017714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571, 2/17 14:45:00,0.589789716,0.562877452,0.713882096,0.670818514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572, 2/17 15:0:00,0.521236714,0.369669175,0.405288878,0.601674414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573, 2/17 15:15:00,0.79066894,0.595224128,0.585314977,0.682951622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574, 2/17 15:30:00,0.42214009,0.406494858,0.833993079,0.51891709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575, 2/17 15:45:00,0.38592966,0.726937762,0.248786665,0.742075613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576, 2/17 16:0:00,0.491961126,0.331990861,0.390537274,0.55331892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577, 2/17 16:15:00,0.587971755,0.73877563,0.697996901,0.745382895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578, 2/17 16:30:00,0.895262815,0.648957419,0.650883058,0.701793406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579, 2/17 16:45:00,0.606172798,0.498090716,0.375156367,0.566442798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580, 2/17 17:0:00,0.560710823,0.489219152,0.460858395,0.791946727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581, 2/17 17:15:00,0.723926337,0.319879673,0.54241412,0.295784306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582, 2/17 17:30:00,0.1,0.153975119,0.42481343,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583, 2/17 17:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584, 2/17 18:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4585, 2/17 18:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586, 2/17 18:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587, 2/17 18:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588, 2/17 19:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4589, 2/17 19:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590, 2/17 19:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591, 2/17 19:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592, 2/17 20:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593, 2/17 20:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594, 2/17 20:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595, 2/17 20:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596, 2/17 21:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4597, 2/17 21:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598, 2/17 21:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4599, 2/17 21:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600, 2/17 22:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601, 2/17 22:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602, 2/17 22:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603, 2/17 22:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604, 2/17 23:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605, 2/17 23:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606, 2/17 23:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4607, 2/17 23:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608, 2/18 0:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609, 2/18 0:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610, 2/18 0:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611, 2/18 0:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612, 2/18 1:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613, 2/18 1:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614, 2/18 1:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4615, 2/18 1:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616, 2/18 2:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617, 2/18 2:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618, 2/18 2:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619, 2/18 2:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620, 2/18 3:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621, 2/18 3:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622, 2/18 3:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623, 2/18 3:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624, 2/18 4:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
